시군구,어린이집명코드,점수,어린이집명,어린이집유형,운영현황,우편번호,주소,전화번호,팩스번호,보육실수,보육실면적,놀이터수,보육교직원수,정원,현원,통학차량운영여부,위도,경도,홈페이지주소
관악구,1342,,아기진주어린이집,가정,정상,8829,서울특별시 관악구 서림1길 41 서림동] (신림동),02-879-2680,02-6439-2689,3,69,0,6,16,9,미운영,37.4755221,126.9401767,
관악구,1343,,엄마무릎어린이집,가정,재개,8770,"서울특별시 관악구 남부순환로 1430 113동 104호(신림동, 신림푸르지오)  [미성동]",02-851-0915,02-851-0915,3,123,0,6,19,12,미운영,37.4792665,126.9103675,
관악구,1344,,선한어린이집,가정,정상,8803,서울특별시 관악구 남부순환로256라길 25 한일유앤아이아파트 101-101호(남현동)   [남현동],070-7719-1240,02-586-1240,3,64,0,6,19,15,미운영,37.4720185,126.9745836,sunhan.modoo.at
관악구,1345,,관악구청직장어린이집,직장,정상,8832,서울특별시 관악구 관악로 145 관악구청 별관 2층 (봉천동)  [청룡동],02-886-5006,02-871-4177,5,144,1,10,49,49,미운영,37.4781285,126.9515024,rhksdkr5006@hanmail.net
관악구,1346,,피카소 어린이집,가정,정상,8735,"서울특별시 관악구 관악로30길 12 108동101호(봉천동,봉천우성아파트)  [행운동]",02-876-6057,02-876-6057,3,35,0,5,13,10,미운영,,,
관악구,1347,,보배몬테소리어린이집,민간,정상,8856,서울특별시 관악구 난곡로24다길 7 (신림동)  [난곡동],02-3281-2811,02-3281-2811,3,149,0,6,31,14,운영,37.4692648,126.9217093,bgs18@hanmail.net
관악구,1348,,송이어린이집,직장,정상,8843,서울특별시 관악구 문성로38길 70-4 [신원동] (신림동),02-859-8933,02-839-8358,4,104,0,3,37,2,운영,37.4752405,126.9301265,
관악구,1349,,솔향기어린이집,가정,정상,8858,서울특별시 관악구 난곡로15길 22-4 (신림동)  [난곡동],02-864-9363,02-864-9363,3,80,1,5,18,12,운영,37.4673625,126.919417, http://cafe.daum.net/solkids
관악구,1350,,신림사임당어린이집,민간,정상,8771,서울특별시 관악구 난곡로59길 16 (신림동)  [미성동],02-852-9900,02-867-1279,5,111,12,13,33,33,운영,37.4799938,126.9132778,http://www.aga24.co.kr/branch/sinrim/
관악구,1351,,올리브어린이집,가정,정상,8729,"서울특별시 관악구 은천로 137 1동 102호(봉천동,관악유앤아이)  [성현동]",02-882-0628,02-872-0628,3,54,0,7,20,16,운영,,,
관악구,1352,,구립아이뜰어린이집,국공립,정상,8750,서울특별시 관악구 봉천로33나길 30 은천동 복합청사 1층 [은천동],02-877-9179,02-877-9178,4,182,1,10,59,53,미운영,37.4852941,126.9424197,http://cafe.daum.net/ideel
관악구,1353,,늘푸른어린이집,민간,정상,8785,서울특별시 관악구 청룡8길 10 청룡동] (봉천동),02-882-6279,02-3285-6279,4,160,0,7,35,35,미운영,37.4800552,126.9454142,
관악구,1354,,구립성현햇살어린이집,국공립,정상,151050,서울특별시 관악구 관악로37길 65 (봉천동)  [성현동],02-878-6633,02-878-6611,6,274,2,14,75,63,미운영,37.4868542,126.95583,
관악구,1355,,서울대학교어린이보육지원센터 느티나무어린이집,직장,정상,8826,서울특별시 관악구 관악로 1 (봉천동) [낙성대동],02-880-5798,02-877-8717,16,821,1,32,280,249,미운영,37.4750936,126.9531594,
관악구,1356,,보라매삼성어린이집,가정,정상,8709,서울특별시 관악구 보라매로 62 보라매삼성아파트 107-105,070-7801-7805,02-876-7805,3,55,0,5,19,15,미운영,37.4940971,126.9278545,
관악구,1357,,올리비아어린이집,가정,정상,8734,서울특별시 관악구 관악로30길 27 관악푸르지오아파트107동103호,02-6265-4996,--,3,67,0,7,20,18,미운영,37.4871804,126.9608381,
관악구,1358,,하람어린이집,가정,정상,8862,"서울특별시 관악구 난곡로 55 202동 101호(관악산휴먼시아,신림동)",02-838-7723,--,3,52,0,4,17,13,미운영,37.459186,126.919867,http://iseoul.seoul.go.kr/images/portal/contents/btn_home.gif
관악구,1359,,아이린어린이집,가정,정상,8734,서울특별시 관악구 관악로30길 27 관악푸르지오아파트119동103호,02-878-2323,02-879-2323,3,65,0,7,20,17,미운영,37.4871804,126.9608381,http://iseoul.seoul.go.kr/homepage/main.do?stCode=11620000477
관악구,1360,,꿈초롱어린이집,가정,정상,8730,서울특별시 관악구 관악로 304 현대아파트 123동 104호,02-876-2207,--,4,123,0,6,19,19,미운영,37.4921791,126.9583387,
관악구,1361,,한솔어린이집,가정,정상,8730,서울특별시 관악구 관악로 304 현대아파트113동101호,02-882-1894,--,4,73,0,6,20,19,미운영,37.4921791,126.9583387,
관악구,1362,,별이랑어린이집,가정,정상,8793,서울특별시 관악구 낙성대역길 19 동원낙성대아파트 101-106,02-888-2829,02-887-2829,3,80,0,6,19,17,미운영,37.4727683,126.9655289,
관악구,1363,,남성교회어린이집,법인·단체등,정상,151800,서울특별시 관악구 남현1가길 36 ,02-584-5579,02-583-9624,8,535,1,14,88,70,미운영,37.4742418,126.9776116,
관악구,1364,,베베타운어린이집,가정,정상,8725,"서울특별시 관악구 성현로 80 104-101(봉천동,관악드림타운)",070-7801-9057,070-7801-9057,4,58,0,5,20,6,미운영,37.4893411,126.951836,http://iseoul.seoul.go.kr/homepage/main.do?stCode=11620000483
관악구,1365,,참어린이집,가정,정상,8845,서울특별시 관악구 신림로29길 8 신림현대아파트 110동 102호,02-875-7992,02-875-7992,4,58,0,5,20,11,미운영,37.475017,126.932421,chamcham7942@hanmail.net
관악구,1366,,꽃샘어린이집,가정,정상,8861,"서울특별시 관악구 난곡로 30 106동 106호(신림동,관악산휴먼시아1단지)[난향동]",02-866-5269,02-866-5269,4,55,0,4,19,9,미운영,37.459186,126.919867,
관악구,1367,,큰나무이야기어린이집,민간,정상,8803,"서울특별시 관악구 남부순환로256라길 25 103동 101호,201호(남현동,한일유앤아이아파트상가동)",02-581-0020,--,3,119,0,6,23,16,운영,37.4720185,126.9745836,
관악구,1368,,성우꼬마숲어린이집,가정,정상,8780,서울특별시 관악구 남부순환로198길 7 성우아파트 101동 106호,02-886-3402,02-877-3402,3,51,0,7,19,9,미운영,37.4835442,126.9372814,http://www.littleforest.co.kr/home/seowon
관악구,1369,,우성어린이집,가정,정상,8735,서울특별시 관악구 관악로30길 12 104동 106호(봉천동 봉천우성아파트),02-888-7042,02-888-7041,3,84,0,4,20,6,미운영,,,
관악구,1370,,아이봄어린이집,가정,정상,8751,"서울특별시 관악구 은천로 86 208동 101호(봉천동, 두산아파트)",02-883-2081,--,4,65,0,7,20,20,미운영,,,http://cafe.naver.com/ibomkid
관악구,1371,,아이숲어린이집,가정,정상,8715,서울특별시 관악구 은천로 93 벽산블루밍 아파트 209-102,02-6265-6605,--,4,57,0,6,20,15,운영,37.4876476,126.9457404,
관악구,1372,,솔어린이집,가정,정상,8725,서울특별시 관악구 성현로 80 113동 105호(봉천동  관악드림타운),02-887-9977,02-887-9191,4,72,0,5,20,8,미운영,,,
관악구,1373,,성현동사임당어린이집,가정,정상,8726,서울특별시 관악구 관악로 285 106동 103호(봉천동 동아아파트),02-6672-7779,--,3,85,0,8,19,14,미운영,37.4878774,126.9561683,http://www.aga24.net/branch/seonghyeon/
관악구,1374,,꿈꾸는예지어린이집,민간,정상,8856,서울특별시 관악구 난곡로26길 78 ,02-857-1616,070-4170-4616,8,193,0,8,45,35,운영,37.4695455,126.9239357,
관악구,1375,,샤인스쿨어린이집,민간,정상,8722,서울특별시 관악구 당곡길 45-3 ,02-888-1143,02-871-3321,5,185,2,12,69,68,운영,37.4908512,126.9282484,
관악구,1376,,그린나래어린이집,가정,정상,8828,서울특별시 관악구 쑥고개로2길 48 ,02-884-2141,--,3,45,0,3,16,8,미운영,37.4753958,126.9392638,
관악구,1377,,구립두드림어린이집,국공립,정상,8767,서울특별시 관악구 조원로18길 26 ,02-862-1680,02-830-8638,4,136,1,9,51,48,미운영,37.4827584,126.913396,
관악구,1378,,구립관악어린이집,국공립,정상,8845,서울특별시 관악구 신림로39길 17 ,02-888-0830,02-888-0840,4,188,1,8,44,37,미운영,37.4765195,126.9357657,
관악구,1379,,꿈드림어린이집,가정,정상,8860,서울특별시 관악구 난곡로 90-39 월드아파트 101호,02-856-3008,--,3,52,1,6,19,10,미운영,37.4630381,126.9196793,
관악구,1380,,구립예촌어린이집,국공립,정상,8807,서울특별시 관악구 남현1가길 29 남현동 복합청사내 1층,02-3486-4333,--,5,332,2,11,59,57,미운영,37.4744952,126.9778489,
관악구,1381,,꿈나무어린이집,가정,정상,8816,서울특별시 관악구 신림로3가길 45-24 청광아파트 101동 104호,02-878-5403,02-878-5403,3,60,1,5,19,15,미운영,37.467574,126.9420036,
관악구,1382,,빛나는어린이집,가정,정상,8781,서울특별시 관악구 신림로44길 25 1층,070-7786-2076,--,3,41,1,4,15,4,미운영,37.4785771,126.9350186,
관악구,1383,,리틀브레인 꼬마숲어린이집,가정,정상,8725,"서울특별시 관악구 성현로 80 133-101(관악드림타운, 봉천동)",02-884-8843,02-884-8843,3,68,0,6,20,15,미운영,37.4893411,126.951836,http://iseoul.seoul.go.kr/homepage/main.do?stCode=11620000503
관악구,1384,,꿈마루어린이집,가정,휴지,8725,서울특별시 관악구 성현로 80 105-102,02-878-9056,02-878-9056,3,69,0,0,13,0,미운영,37.4897544,126.9505066,
관악구,1385,,아트어린이집,가정,정상,8725,"서울특별시 관악구 성현로 80 102-104 (봉천동, 관악드림타운) [성현동]",02-885-0306,02-885-0305,3,92,0,4,20,6,미운영,37.4893411,126.951836,http://iseoul.seoul.go.kr/homepage/main.do?stCode=11620000505
관악구,1386,,그린업어린이집,가정,정상,8734,서울특별시 관악구 관악로30길 27 111동 101호(봉천동 관악푸르지오아파트),02-875-7578,02-875-9579,4,65,1,6,20,20,미운영,,,
관악구,1387,,자연어린이집,가정,정상,8728,서울특별시 관악구 은천로35나길 25-4 ,02-889-0888,02-889-0884,3,66,0,3,15,7,미운영,37.4869171,126.9524516,
관악구,1388,,우주어린이집,가정,정상,8740,서울특별시 관악구 남부순환로231길 46-5 ,02-885-6004,02-885-6004,3,50,0,4,15,6,미운영,37.4811393,126.9585304,
관악구,1389,,수피아어린이집,가정,정상,8797,"서울특별시 관악구 인헌12길 46-1 208-103 (봉천동,은천아파트) [인헌동]",02-6014-1212,--,3,69,0,6,16,15,미운영,,,http://www.littleforest.co.kr/home/Inheon/
관악구,1390,,봄빛가득한어린이집,가정,정상,8815,서울특별시 관악구 신림로7길 33 102-103,02-885-5999,02-885-5999,3,65,0,6,19,19,미운영,37.4689741,126.9415737,
관악구,1391,,참사랑어린이집,가정,정상,8730,서울특별시 관악구 관악로40길 60 122동 101호,02-877-8913,02-878-8914,4,54,0,7,19,16,미운영,37.4830726,126.954821,https://www.kidsnote.com/index_login.php
관악구,1392,,수도방위사령부 한울어린이집,직장,정상,8810,서울특별시 관악구 과천대로 851 ,02-524-1614,02-522-3374,4,171,1,12,64,61,운영,37.4663809,126.98618,
관악구,1393,,휴먼시아샛별어린이집,가정,정상,8862,서울특별시 관악구 난곡로 55 218동 103호,02-855-2227,000-0000-000,3,85,0,5,19,9,미운영,37.4589991,126.9200268,
관악구,1394,,구립아름꿈노아어린이집,국공립,정상,8767,서울특별시 관악구 남부순환로145길 6 (조원동),02-852-3338,02-852-3336,8,200,3,11,60,60,미운영,37.4818537,126.9124153,http://iseoul.seoul.go.kr/homepage/main.do?stCode=11620000517
관악구,1395,,구립하늘빛어린이집,국공립,정상,8734,서울특별시 관악구 청림5길 28 ,02-885-1174,02-875-1173,2,62,1,7,23,21,미운영,37.4897608,126.9602008,
관악구,1396,,구립색동어린이집,국공립,정상,8720,서울특별시 관악구 봉천로17길 5-16 ,02-876-8506,02-876-8502,6,186,2,11,62,58,미운영,,,
관악구,1397,,구립명지어린이집,국공립,정상,8734,서울특별시 관악구 관악로30길 27 121동 104호,02-6332-3688,02-6332-3687,4,84,0,7,20,20,미운영,37.4871804,126.9608381,
관악구,1398,,구립해뜨는어린이집,국공립,정상,8703,서울특별시 관악구 관천로27길 2 103동 103호,02-859-7906,02-859-7905,4,63,0,6,15,15,미운영,37.4888427,126.9188498,http://iseoul.seoul.go.kr/homepage/main.do?stCode=11620000521
관악구,1399,,구립까치산어린이집,국공립,정상,8735,서울특별시 관악구 행운10길 21 까치산어린이집(행운동),02-871-1376,02-871-1375,5,73,0,7,25,22,,37.481925,126.9616626,
관악구,1400,,구립마엘향어린이집,국공립,정상,8858,서울특별시 관악구 난곡로35길 60 구립마엘향어린이집,02-857-3553,02-857-3553,6,151,0,11,57,56,미운영,37.4706431,126.9174343,www.childcare.go.kr
관악구,1401,,아리솔어린이집,민간,정상,8865,서울특별시 관악구 미성7길 20 ,02-852-7766,--,8,215,1,14,79,76,,37.4741803,126.9143568,https://arisol.kidsnote.ac/home/main
관악구,1402,,구립운서어린이집,국공립,정상,8865,"서울특별시 관악구 미성길 60 103호(미성동, 두영아파트)",02-858-6999,02-858-1439,3,84,0,8,20,20,미운영,37.474287,126.913744,http://cafe.naver.com/unseo114
관악구,1403,,구립레미안어린이집,국공립,정상,8725,"서울특별시 관악구 성현로 80 144동 101호(성현동,관악드림타운)",02-872-5034,02-872-5034,4,84,0,8,20,20,미운영,37.4893411,126.951836,
관악구,1404,,구립무지개어린이집,국공립,정상,8700,서울특별시 관악구 조원로11길 24 101동 101호,02-868-1373,02-852-0975,3,139,0,8,20,20,미운영,37.4842304,126.9075064,
관악구,1405,,구립반디어린이집,국공립,정상,8833,서울특별시 관악구 관악로 133 102동 103호,02-889-7237,02-889-7237,4,66,0,8,20,20,미운영,37.4771165,126.9518479,
관악구,1406,,구립초롱별어린이집,국공립,정상,8864,서울특별시 관악구 난곡로45길 5 ,02-855-0771,02-853-0771,4,599,1,14,99,90,미운영,37.4762101,126.9153179,http://iseoul.seoul.go.kr/homepage/main.do?stCode=11620000529
관악구,1407,,구립아람어린이집,국공립,정상,8744,서울특별시 관악구 관악로 229-12 ,02-877-8112,02-877-8130,5,375,1,11,65,64,미운영,37.4852414,126.9550203,
관악구,1408,,구립행운어린이집,국공립,정상,8736,서울특별시 관악구 행운1라길 9 ,02-877-4234,02-878-4234,5,534,1,12,68,56,미운영,37.4831711,126.9567893,seon4234@daum.net
관악구,1409,,구립용꿈어린이집,국공립,정상,8778,서울특별시 관악구 신림로58길 68 ,02-877-4587,--,6,598,1,12,94,71,미운영,37.4823542,126.9337077,
관악구,1410,,구립보라매어린이집,국공립,정상,8709,서울특별시 관악구 당곡6길 63 ,02-889-6004,02-889-6004,6,424,1,10,68,46,미운영,37.4928307,126.9306276,http://iseoul.seoul.go.kr/homepage/main.do?stCode=11620000533
관악구,1411,,구립마루어린이집,국공립,정상,8715,서울특별시 관악구 은천로 93 ,02-883-9900,--,4,200,2,9,57,57,미운영,37.4892615,126.9447409,
관악구,1412,,구립나래어린이집,국공립,정상,8734,서울특별시 관악구 관악로30길 27 112동 102호(봉천동 관악푸르지오아파트),070-7583-7581,--,3,72,1,7,20,19,미운영,,,
관악구,1413,,구립보람어린이집,국공립,정상,8730,"서울특별시 관악구 관악로 304 118동 101호(봉천동, 현대아파트)",02-6275-7942,--,4,61,1,7,20,18,,37.4921791,126.9583387,http://iseoul.seoul.go.kr/homepage/main.do?stCode=11620000536
관악구,1414,,구립현대가정어린이집,국공립,정상,8730,서울특별시 관악구 관악로 304 118동 102호(봉천동 현대아파트),02-6275-3003,02-6275-3003,4,56,1,7,20,19,미운영,37.4921791,126.9583387,http://iseoul.seoul.go.kr/homepage/main.do?stCode=11620000537
관악구,1415,,구립토마토어린이집,국공립,정상,8797,"서울특별시 관악구 남부순환로248길 78 101호(봉천동, 아이펠리스)",02-886-2696,02-885-2696,4,97,1,7,20,20,미운영,,,http://iseoul.seoul.go.kr/homepage/main.do?stCode=11620000538
관악구,1416,,구립아기구름어린이집,국공립,정상,8742,서울특별시 관악구 남부순환로237길 22 1층 (행운동),02-872-2627,02-6677-2627,4,63,1,8,20,20,미운영,37.4793291,126.9607818,
관악구,1417,,구립보물단지어린이집,국공립,정상,8791,"서울특별시 관악구 남부순환로230길 94 101호(봉천동, 푸르빌3차아파트)(낙성대동)",02-888-3677,--,3,99,1,8,20,18,미운영,,,
관악구,1418,,구립다온어린이집,국공립,정상,8780,"서울특별시 관악구 남부순환로198길 10 101호(신림동, 효림다온아파트)",02-886-0225,--,3,56,1,6,19,17,미운영,37.4841275,126.9364481,http://iseoul.seoul.go.kr/homepage/main.do?stCode=11620000541
관악구,1419,,구립소하어린이집,국공립,정상,8705,서울특별시 관악구 관천로15길 116 ,02-854-4786,--,5,74,1,6,15,15,미운영,37.4858006,126.916172,
관악구,1420,,구립꿀송이어린이집,국공립,정상,8725,"서울특별시 관악구 성현로 80 106-104(봉천동, 관악드림타운)",02-874-2425,02-874-2426,3,57,1,7,20,19,미운영,37.4893411,126.951836,http://iseoul.seoul.go.kr/images/portal/contents/btn_home.gif
관악구,1421,,구립조은어린이집,국공립,정상,8734,서울특별시 관악구 관악로30길 27 ,02-875-9199,02-875-9198,2,80,0,8,29,25,미운영,37.4871804,126.9608381,
관악구,1422,,구립장군봉어린이집,국공립,정상,8783,서울특별시 관악구 장군봉길 100 ,02-875-0960,02-871-0960,6,275,1,14,91,45,미운영,37.481223,126.9396314,
관악구,1423,,구립강감찬어린이집,국공립,정상,8790,서울특별시 관악구 관악로8길 45 ,,,7,239,2,0,79,0,,37.4755746,126.9553844,
관악구,1424,,서봄어린이집,협동,정상,8783,서울특별시 관악구 신림로44나길 18 1층,02-882-3351,02-882-3352,3,43,0,4,16,4,미운영,37.4781027,126.9355669,
관악구,1425,,구립조앤아이어린이집,국공립,정상,8735,서울특별시 관악구 관악로30길 12 103동 101호,02-883-0312,--,4,72,0,7,20,18,미운영,37.4850876,126.959439,
관악구,1426,,구립찬솔어린이집,국공립,정상,8853,서울특별시 관악구 법원단지12길 24 ,02-853-0330,--,4,83,0,7,19,18,미운영,37.4729472,126.9212924,
관악구,1427,,구립즐거운어린이집,국공립,정상,8751,서울특별시 관악구 양녕로 31 두산아파트 3단지 관리동,02-3285-1998,--,3,155,0,7,31,27,미운영,37.4851517,126.9457671,
광진구,1428,,착한어린이집,민간,정상,5100,서울특별시 광진구 뚝섬로52다길 17 (자양동),02-453-3072,02-453-3072,5,109,1,10,39,36,미운영,37.530219,127.0799158,
광진구,1429,,EQ어린이집,민간,정상,5015,서울특별시 광진구 동일로26길 41 (화양동),02-466-1071,02-466-1079,5,162,5,12,39,33,미운영,37.5450094,127.065898,
광진구,1430,,산들어린이집,협동,정상,4957,서울특별시 광진구 자양로50길 74 (구의2동),02-458-7122,02-3436-7122,9,178,0,6,49,21,미운영,,,
광진구,1431,,상상놀이터어린이집,가정,정상,5112,서울특별시 광진구 자양로6길 9 (자양동),02-6405-4947,02-446-4947,3,106,0,7,19,19,미운영,37.5320454,127.086415,
광진구,1432,,해오름어린이집,민간,정상,4956,서울특별시 광진구 자양로50가길 41 (구의동),02-456-4242,02-3437-5910,4,116,0,6,24,18,미운영,37.5537037,127.0943412,
광진구,1433,,함초롬어린이집,민간,정상,4997,서울특별시 광진구 군자로 176 (군자동),02-463-8336,--,4,112,0,8,30,26,운영,37.5561819,127.0778537,
광진구,1434,,즐거운어린이집,협동,정상,4944,서울특별시 광진구 긴고랑로 149-7 (중곡동),02-458-0659,02-457-0659,4,196,1,4,36,16,미운영,37.5590641,127.0915463,http://funkids.gongdong.or.kr
광진구,1435,,파랑새어린이집,가정,정상,4947,"서울특별시 광진구 영화사로7길 4 4동 103호(중곡동,삼보드림아파트)",02-453-7563,02-453-7563,3,85,0,6,20,14,미운영,,,
광진구,1436,,자양4동어린이집,국공립,정상,5073,서울특별시 광진구 아차산로32길 17 (자양동)),02-463-4959,02-462-4987,4,155,1,10,59,56,미운영,37.5393285,127.0684516,cafe.daum.net/nou4959
광진구,1437,,한국중앙어린이집,민간,재개,4904,서울특별시 광진구 능동로 447 (중곡동),02-467-6824,02-467-6825,4,175,1,10,62,60,운영,37.560415,127.083994,
광진구,1438,,구립자양2동어린이집,국공립,정상,5106,서울특별시 광진구 자양로3가길 26 (자양동),02-453-7587,02-453-7556,4,154,1,11,64,62,미운영,37.5287746,127.0845462,
광진구,1439,,푸르내어린이집,민간,정상,4945,서울특별시 광진구 긴고랑로36길 15 (중곡동),02-3436-3488,02-3436-3487,6,261,1,13,74,73,운영,37.558315,127.0895034,
광진구,1440,,성동어린이집,민간,정상,5084,"서울특별시 광진구 능동로3마길 1 (자양동, 자양)",02-463-0942,02-468-8659,5,144,1,11,59,36,미운영,37.5342998,127.0642049,http://iseoul.seoul.go.kr/homepage/main.do?stCode=11215000016
광진구,1441,,미파어린이집,민간,정상,4903,서울특별시 광진구 용마산로 185 (중곡동),02-434-3625,02-434-5291,3,135,0,9,48,46,운영,37.5701924,127.08587,
광진구,1442,,군자어린이집,국공립,정상,4999,서울특별시 광진구 동일로56가길 31 (군자동),02-461-2440,0505-491-2441,6,265,2,16,99,91,미운영,37.5545348,127.0726825,
광진구,1443,,광무어린이집,가정,정상,5090,"서울특별시 광진구 능동로4길 41 704동 105호(자양동, 자양현대홈타운7차아파트)",02-465-0362,--,3,78,0,6,20,18,미운영,,,
광진구,1444,,아띠어린이집,가정,정상,5118,"서울특별시 광진구 광나루로56길 32 (구의동, 구의현대2단지아파트 213동 102호)",02-454-7911,02-454-7933,3,84,0,6,19,15,미운영,37.5387348,127.0961255,
광진구,1445,,데커어린이집,민간,정상,5101,서울특별시 광진구 뚝섬로52라길 39-3 (자양동),02-453-1308,02-458-3854,4,114,1,8,43,33,운영,37.5296021,127.0807708,http://www.decker.co.kr
광진구,1446,,행복어린이집,법인·단체등,휴지,5055,서울특별시 광진구 아차산로46가길 35 (자양동),02-452-0363,02-452-0363,3,57,0,0,29,0,미운영,37.5360889,127.0828772,
광진구,1447,,동심어린이집,민간,정상,5063,서울특별시 광진구 뚝섬로 609 (자양동),02-2201-6230,02-2201-6230,4,102,0,6,24,23,미운영,37.5327767,127.0774461,cafe.daum.net/dongsim6230
광진구,1448,,세진어린이집,가정,휴지,5053,서울특별시 광진구 아차산로40길 34-1 (자양동),02-456-9700,02-456-9700,3,53,0,0,14,0,미운영,,,http://town.cyworld.nate.com/sejin2003
광진구,1449,,예지어린이집,민간,정상,5003,서울특별시 광진구 광나루로15길 17 (군자동),02-467-3333,02-467-3333,10,212,1,11,58,58,운영,37.549057,127.0694255,"cocoyeji@hanmail,net"
광진구,1450,,신나는어린이집,민간,정상,5041,서울특별시 광진구 광나루로40길 78 (구의동),02-453-2814,02-6084-1891,9,433,4,28,164,159,운영,37.5413022,127.0886761,
광진구,1451,,자양어린이집,국공립,정상,5092,서울특별시 광진구 자양번영로 35 (자양동),02-452-0748,02-457-0306,6,531,1,23,115,113,미운영,37.5328611,127.0752184,
광진구,1452,,광진어린이집,민간,정상,5054,서울특별시 광진구 아차산로40길 9 (자양동),02-2201-0126,02-2201-0976,7,340,3,19,91,89,운영,37.5370332,127.0785897,kwangjin.ukid.kr
광진구,1453,,맘스맘용마어린이집,가정,휴지,4941,서울특별시 광진구 용마산로 104 (중곡동),02-3436-7938,02-453-7939,3,88,0,1,20,0,미운영,37.562857,127.0872647,
광진구,1454,,광진구청직장어린이집,직장,정상,5026,서울특별시 광진구 자양로 117 광진구청 1동 777호(자양동),02-450-1650,02-450-1169,3,140,1,9,52,44,미운영,37.5385333,127.0823772,
광진구,1455,,중곡샛별어린이집,국공립,정상,4901,서울특별시 광진구 동일로 458 (중곡동),02-435-4900,02-435-4901,11,334,1,21,161,104,미운영,37.5657654,127.0756675,http//jkstar.co.kr
광진구,1456,,동서울어린이집,국공립,정상,5033,서울특별시 광진구 광나루로44길 23 (구의동),02-456-7295,02-456-7295,7,472,3,15,96,94,미운영,37.5431103,127.0914424,d-seoul@hanmail.net
광진구,1457,,구립 수호천사어린이집,국공립,정상,4934,서울특별시 광진구 긴고랑로17길 8 (중곡동),02-447-2373,02-465-2373,5,121,1,8,48,48,미운영,37.5626838,127.0842186,싸이월드(클럽) club.cyworld.com/soohoedu 
광진구,1458,,젬마어린이집,민간,정상,5015,서울특별시 광진구 동일로26길 51 (화양동),02-461-0788,02-497-0681,4,150,0,8,39,30,미운영,37.5418192,127.0671878,
광진구,1459,,서울서광어린이집,민간,정상,4975,서울특별시 광진구 자양로 238 (구의2동),02-452-7929,02-3436-7929,4,176,0,7,49,46,미운영,37.5528525,127.0962687,
광진구,1460,,아힘나어린이집,가정,정상,5086,"서울특별시 광진구 능동로3길 17 101동 106호(자양동, 한강성원아파트)",02-447-9335,--,3,52,0,7,19,17,미운영,,,
광진구,1461,,율곡어린이집,가정,정상,5058,서울특별시 광진구 뚝섬로57길 48 (자양동),02-447-9313,--,4,89,0,3,20,10,미운영,37.5337777,127.0826385,
광진구,1462,,엄마사랑어린이집,민간,정상,4904,서울특별시 광진구 면목로 164 (중곡동),02-452-0804,02-467-0804,4,115,2,9,29,19,미운영,37.5676795,127.082404,
광진구,1463,,은성어린이집,국공립,정상,5084,서울특별시 광진구 동일로4길 52 (자양동),02-465-7476,02-465-7478,6,271,1,16,96,90,미운영,37.5356211,127.0637879,www.esbaby.ukid.kr
광진구,1464,,대일어린이집,민간,정상,4977,서울특별시 광진구 광나루로 527 (구의2동),02-455-0448,02-455-6814,6,330,1,12,77,63,운영,37.5451113,127.0882551,
광진구,1465,,예나어린이집,가정,정상,4946,서울특별시 광진구 영화사로5길 15 (중곡동),02-457-5139,02-457-5135,3,85,2,8,20,20,운영,37.5569393,127.0917578,
광진구,1466,,바른선어린이집,민간,정상,4915,서울특별시 광진구 긴고랑로10길 58 (중곡동),02-467-9080,02-467-9080,5,242,1,16,64,64,미운영,37.5605347,127.0789942,
광진구,1467,,꼬꼬마어린이집,가정,정상,5046,"서울특별시 광진구 아차산로 451 101동 105호(구의동, 세림리오빌)",02-447-0739,--,4,83,0,6,20,19,미운영,37.5388458,127.0908482,
광진구,1468,,효지어린이집,국공립,정상,5067,서울특별시 광진구 아차산로36길 55 (자양동),02-2201-0558,02-2201-1606,5,269,1,15,84,84,미운영,37.5369175,127.0743676,
광진구,1469,,중앙어린이집,국공립,정상,5063,서울특별시 광진구 자양로13다길 31 (자양동),02-446-9066,02-446-9055,5,278,1,14,96,86,미운영,37.5329059,127.0780702,
광진구,1470,,동성어린이집,민간,정상,5073,서울특별시 광진구 아차산로30길 25-10 (자양동),02-465-8688,02-498-1280,5,300,1,10,76,49,운영,,,cyworld.com/asor8282
광진구,1471,,구립구의3동어린이집,국공립,정상,5117,서울특별시 광진구 광나루로54길 36 (구의동),02-457-9230,050-4155-8057,5,318,3,9,79,62,미운영,37.5393117,127.0951105,
광진구,1472,,대원어린이집,국공립,정상,4950,서울특별시 광진구 자양로43길 115 (중곡동),02-3437-7173,02-3437-7174,4,190,1,9,44,39,미운영,37.5555517,127.0889462,
광진구,1473,,코코어린이집,가정,휴지,4990,서울특별시 광진구 능동로30길 18 (smdehd),02-3436-1951,--,2,38,3,0,10,0,,37.5537298,127.078735,
광진구,1474,,늘사랑어린이집,가정,정상,4950,"서울특별시 광진구 용마산로4길 18 101호(중곡동, 정수아트빌)",02-444-1356,02-444-1359,3,68,0,3,15,9,미운영,37.5562962,127.0892145,
광진구,1475,,아름다운어린이집,민간,정상,4924,서울특별시 광진구 천호대로123길 34 (중곡동),02-444-5561,02-444-5562,6,150,0,11,49,45,미운영,37.556665,127.0868004,
광진구,1476,,햇빛어린이집,민간,정상,4960,서울특별시 광진구 자양로48길 31 (구의동),02-456-5811,--,5,82,0,5,31,30,미운영,37.5514088,127.0936424,
